circle,division,subdivision,section,area,catcode,catdesc,totservices,billedservices,units,load
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,MEDE PALLI-EK,5,Agriculture,177,0,0,888.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,MOOLA POCHARAM-EK,5,Agriculture,32,0,0,170.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,MUNYA THANDA-EK,5,Agriculture,67,0,0,335.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,NACHARAM-EK,5,Agriculture,250,0,0,1248.5
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,NEMALIPURI-EK,5,Agriculture,1,0,0,5.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,NOOKALAM PADU-EK,5,Agriculture,169,0,0,924.0
MAHABUBABAD,MAHABUBABAD,GUDUR,AYODHYAPURAM,RAMULA THANDA,5,Agriculture,61,0,0,305.0
MAHABUBABAD,MAHABUBABAD,GUDUR,AYODHYAPURAM,THEEGALVENI,5,Agriculture,209,0,0,1060.0
MAHABUBABAD,MAHABUBABAD,GUDUR,AYODHYAPURAM,THEJAVATHRAMSINGH THANDA,5,Agriculture,10,0,0,50.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,ADIVARAMPET,5,Agriculture,60,0,0,300.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BANDALAGADDA,5,Agriculture,40,0,0,200.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BHUPATHIPET,5,Agriculture,93,0,0,465.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BRAHAMANAPALLY,5,Agriculture,35,0,0,175.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BUDDUGONDA,5,Agriculture,415,0,0,2075.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,CHANDRUGUDEM,5,Agriculture,55,0,0,275.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,CHINA YELLAPUR,5,Agriculture,254,0,0,1270.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,EPUR,5,Agriculture,139,0,0,695.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,ERRAKUNTA THANDA,5,Agriculture,67,0,0,335.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,GUDUR(H.Q),5,Agriculture,419,0,0,2124.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,GOPALPUR,VIDYARANYAPURI,5,Agriculture,5,0,0,25.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,IDGAH,5,Agriculture,4,0,0,20.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,KUMARPALLY,5,Agriculture,1,0,0,5.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,ALLUR,5,Agriculture,256,0,0,1280.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,AYODHYA,5,Agriculture,370,0,0,1850.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,KISTAMPET,5,Agriculture,345,0,0,1725.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,KUMMARIPALLY,5,Agriculture,354,0,0,1770.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,Kurmapalli,5,Agriculture,1,0,0,5.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,MEHTHAPOOR,5,Agriculture,620,0,0,3100.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,RAIKAL,5,Agriculture,618,0,0,3093.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,RAJNAGAR,5,Agriculture,209,0,0,1045.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,RAMOJIPET,5,Agriculture,589,0,0,2945.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,SINGARAOPET,5,Agriculture,307,0,0,1538.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,DULUR,5,Agriculture,376,0,0,1880.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,KATHALAPOOR,5,Agriculture,744,0,0,3738.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,NAGAMALLAPPAKUNTA,5,Agriculture,26,0,0,130.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,PEGGERLA,5,Agriculture,445,0,0,2255.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,SIRIKONDA,5,Agriculture,986,0,0,4967.5
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,THAKKALLAPALLI,5,Agriculture,882,0,0,4449.0
JAGITYAL,METPALLY,KORUTLA RURAL,KATHALAPOOR,VOOTPALLY,5,Agriculture,410,0,0,2062.5
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,BHEEMARAM,5,Agriculture,873,0,0,4385.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,DESAIPET,5,Agriculture,529,0,0,2645.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,EDULLINGAMPET,5,Agriculture,368,0,0,1840.0
JANGAON,GHANPUR,PALAKURTHY,KODAKANDLA,Rameshwaram,5,Agriculture,27,0,0,135.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,DARDEPALLI,5,Agriculture,711,0,0,3622.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,GUDDOLLA GUDEM,5,Agriculture,76,0,0,427.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,KONDAPUR,5,Agriculture,376,0,0,1917.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,MALLAMPALLI,5,Agriculture,714,0,0,3580.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,MEKALA THANDA,5,Agriculture,3,0,0,15.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,MUTHARAM,5,Agriculture,652,0,0,3287.5
JANGAON,JANGAON,RAGHUNATHPALLY,NARMETTA,SURYABANDA THANDA,5,Agriculture,16,0,0,124.5
JANGAON,JANGAON,RAGHUNATHPALLY,NARMETTA,VELDENDA,5,Agriculture,743,0,0,4000.5
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,ANDHRA THANDA,5,Agriculture,45,0,0,283.49
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,ASHWARAOPALLI,5,Agriculture,437,0,0,2399.5
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,CHERLA THANDA,5,Agriculture,44,0,0,227.5
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,DASANNAGUDEM,5,Agriculture,138,0,0,719.0
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,DUBBA THANDA,5,Agriculture,20,0,0,113.47
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,FATHESHAPUR,5,Agriculture,416,0,0,2314.47
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,GIDDEBANDA THANDA,5,Agriculture,34,0,0,250.0
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,IBRAHIMPUR,5,Agriculture,265,0,0,1458.5
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,JAFFERGUDEM,5,Agriculture,301,0,0,1583.48
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,KUSUMBAI THANDA,5,Agriculture,68,0,0,365.5
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SHAKKERGA BIG,5,Agriculture,126,0,0,630.0
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SHAKKERGA SMALL,5,Agriculture,30,0,0,157.5
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SOMOOR,5,Agriculture,50,0,0,250.0
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,TADGOOR BIG,5,Agriculture,169,0,0,852.5
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,TADGOOR SMALL,5,Agriculture,56,0,0,280.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,DONGLI,5,Agriculture,303,0,0,1515.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,DOTHI,5,Agriculture,84,0,0,420.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,ELEGAON,5,Agriculture,60,0,0,300.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,EMBORA,5,Agriculture,207,0,0,1035.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,GOJEGAON,5,Agriculture,67,0,0,337.5
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,HASAN TAKLI,5,Agriculture,28,0,0,140.0
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,KURLA,5,Agriculture,316,0,0,1580.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,ISSANMAPALLY,5,Agriculture,254,0,0,1335.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,KHANNAPOOR,5,Agriculture,470,0,0,2391.5
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,KHANNAPOOR THANDA,5,Agriculture,1,0,0,5.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,MADDIKUNTA,5,Agriculture,481,0,0,2725.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,MOSHAMPOOR,5,Agriculture,160,0,0,806.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,POSANIPET,5,Agriculture,951,0,0,4974.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,RADHAIPALLY,5,Agriculture,32,0,0,160.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,RAJAMMA THANDA,5,Agriculture,9,0,0,47.5
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,RAMAREDDY,5,Agriculture,972,0,0,5172.5
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,RANGAMPET,5,Agriculture,116,0,0,591.5
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,REDDIPET,5,Agriculture,804,0,0,4155.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,Malapati,5,Agriculture,4,0,0,20.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,Maloth sangya nayak thanda,5,Agriculture,11,0,0,55.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,Maloth thanda,5,Agriculture,42,0,0,210.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,Mumbajipet thanda,5,Agriculture,5,0,0,25.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,NAGARAM,5,Agriculture,93,0,0,465.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,NALLAMADUGU,5,Agriculture,293,0,0,1470.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,Nallamadugu pedda tanda,5,Agriculture,20,0,0,100.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,PERMALLA,5,Agriculture,388,0,0,2007.5
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,RAMPUR,5,Agriculture,101,0,0,507.5
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,S S REDDY,5,Agriculture,730,0,0,3660.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,SAJJANPALLY,5,Agriculture,150,0,0,750.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SS REDDY,SHETPALLY (K),5,Agriculture,398,0,0,2025.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,ACHAIPALLI,5,Agriculture,76,0,0,380.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,JAGGAIAHPALLY (JKT),5,Agriculture,275,0,0,1383.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,KORAPALLY,5,Agriculture,597,0,0,2992.5
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,KOTHAPALLY (JKT),5,Agriculture,4,0,0,20.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,MACHAMPELLY (JKT),5,Agriculture,485,0,0,2435.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,MADIPALLY,5,Agriculture,421,0,0,2115.34
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,PEDDAMPALLY (JKT),5,Agriculture,153,0,0,765.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,RAMANNAPALLY,5,Agriculture,12,0,0,60.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,RANGAMMAPALLY,5,Agriculture,9,0,0,45.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,SAIDABAD,5,Agriculture,275,0,0,1382.5
KARIMNAGAR,KARIMNAGAR,Karimnagar Rural,MUQUDUMPUR,JUBLI NAGAR,5,Agriculture,158,0,0,790.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Rural,MUQUDUMPUR,MOQDUMPUR,5,Agriculture,476,0,0,2384.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Rural,MUQUDUMPUR,NALLAGUNTAPALLY,5,Agriculture,16,0,0,90.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Rural,MUQUDUMPUR,THAHARKONDAPUR,5,Agriculture,127,0,0,635.0
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 1,B CIRCLE,5,Agriculture,19,0,0,95.0
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,GUNDI,VEDIRA,5,Agriculture,624,0,0,3127.0
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,GUNDI,VELCHALA,5,Agriculture,595,0,0,2977.5
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,GUNDI,VENKATRAOPALLY H/O.G,5,Agriculture,55,0,0,275.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,CHIGURUMAMIDI,5,Agriculture,1420,0,0,7173.5
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,LAMBADIPALLY,5,Agriculture,11,0,0,60.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,MUDU MANIKYAM,5,Agriculture,374,0,0,2058.17
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,MULKANOOR,5,Agriculture,451,0,0,2412.5
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,PEECHUPALLY,5,Agriculture,6,0,0,35.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,CHIGURUMAMIDI,RAMANCHA,5,Agriculture,491,0,0,2707.67
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,ABBAS PURAM-KAM,5,Agriculture,24,0,0,120.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,B.LACHA THANDA-KM,5,Agriculture,5,0,0,25.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,BADDU THANDA,5,Agriculture,8,0,0,40.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,BANDI PADU-KAM,5,Agriculture,73,0,0,365.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,BANJER GOVINDARALA-KAM,5,Agriculture,27,0,0,131.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,BARLAGUDEM,5,Agriculture,339,0,0,1695.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,BASIT NAGAR BANZARA,5,Agriculture,250,0,0,1250.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,GAREDI PALLY-KAM,5,Agriculture,13,0,0,65.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,GOVINDARALA-KAM,5,Agriculture,538,0,0,2690.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,HARICHANDRA PURAM - KAM,5,Agriculture,57,0,0,285.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,JASTHI PALLY-KAM,5,Agriculture,244,0,0,1220.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,JOGUGUDEM-KAM,5,Agriculture,73,0,0,365.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,K KISTAPURAM-KAM,5,Agriculture,114,0,0,570.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,DHARMA THANDA,5,Agriculture,65,0,0,325.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,G B THANDA,5,Agriculture,71,0,0,355.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,GANYA THANDA,5,Agriculture,26,0,0,130.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,GATTUSINGARAM,5,Agriculture,405,0,0,2042.5
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,GOPALARAOPETA,5,Agriculture,70,0,0,350.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,GURAVAIGUDEM,5,Agriculture,174,0,0,875.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,JAGAMAL THANDA,5,Agriculture,7,0,0,35.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,JEELACHERVU,5,Agriculture,231,0,0,1155.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,K KISTAPURAM,5,Agriculture,223,0,0,1113.5
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,KAMSAL THANDA,5,Agriculture,34,0,0,170.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,KESHAVAPURAM,5,Agriculture,138,0,0,690.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,KOKYA THANDA,5,Agriculture,240,0,0,1200.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,TIRUMALAYAPALEM,YERRAGADDA,5,Agriculture,117,0,0,585.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,CHINA VENKATAGIRI,5,Agriculture,137,0,0,725.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,CHVG IAGS,5,Agriculture,1,0,0,5.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,EDULAPURAM,5,Agriculture,200,0,0,1001.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,GUDIMALLA,5,Agriculture,406,0,0,2040.5
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,GURRALAPADU,5,Agriculture,117,0,0,577.0
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,INDIRACOLONY PEDATHANDA,5,Agriculture,1,0,0,5.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,ONTI GUDISE-EK,5,Agriculture,28,0,0,143.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,P.K.BANJARA-EK,5,Agriculture,13,0,0,65.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,P.P.THANDA-EK,5,Agriculture,10,0,0,50.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RAJA LINGALA-EK,5,Agriculture,65,0,0,325.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RAJEEV NAGAR-EK,5,Agriculture,25,0,0,125.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RAJULA PALEM-EK,5,Agriculture,55,0,0,275.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RAMA THANDA-EK,5,Agriculture,3,0,0,15.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RANGA PURAM-EK,5,Agriculture,78,0,0,420.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,RAYA MADHARAM-EK,5,Agriculture,259,0,0,1334.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,REPALLE WADA-EK,5,Agriculture,193,0,0,965.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,SR PURAM TANDA-EK,5,Agriculture,117,0,0,585.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,SREERAMGIRI-EK,5,Agriculture,73,0,0,365.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,SURYA TANDA-EK,5,Agriculture,64,0,0,320.0
KHAMMAM,SATHUPALLY,THALLADA,ENKOOR,T LINGANNA PET-EK,5,Agriculture,583,0,0,2915.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,IPPALTHANDA,5,Agriculture,6,0,0,30.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KARAMPOODI THANDA,5,Agriculture,2,0,0,10.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KOBAL THANDA,5,Agriculture,83,0,0,435.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KOLLAPUR,5,Agriculture,222,0,0,1160.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KONGARIGIDDA,5,Agriculture,61,0,0,305.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KOTTAGUMPU,5,Agriculture,4,0,0,20.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,LINE THANDA,5,Agriculture,122,0,0,610.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MACHERLA,5,Agriculture,285,0,0,1425.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MARRIMITTA,5,Agriculture,67,0,0,335.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MATWADA,5,Agriculture,216,0,0,1074.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,OOTLA,5,Agriculture,77,0,0,385.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,SEETHANAGARAM,5,Agriculture,262,0,0,1310.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,SRI HANUMAN THANDA,5,Agriculture,160,0,0,880.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,THOTA DASRU THANDA,5,Agriculture,1,0,0,5.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,LASHKAR SINGARAM,5,Agriculture,3,0,0,15.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,NAIMNAGAR,5,Agriculture,1,0,0,5.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,PALIVELUPULA,5,Agriculture,7,0,0,35.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,NAIMNAGAR,PALLEVELPULA,5,Agriculture,144,0,0,720.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,GUNDLA SINGARAM,5,Agriculture,12,0,0,60.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,UPPUMADUGU,5,Agriculture,177,0,0,885.0
JAGITYAL,JAGITYAL,Jagitial Rural,RAIKAL,VEERAPUR,5,Agriculture,234,0,0,1170.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,ARPAPALLY,5,Agriculture,504,0,0,2520.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,BATTAPALLY,5,Agriculture,213,0,0,1065.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,GANESHPALLY,5,Agriculture,23,0,0,115.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,KONAPOOR,5,Agriculture,545,0,0,2725.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,LACHAKKAPET,5,Agriculture,186,0,0,930.0
JAGITYAL,JAGITYAL,Jagitial Rural,SARANGAPUR,LACHANAYAK THANDA,5,Agriculture,1,0,0,5.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,GOVINDARM,5,Agriculture,746,0,0,3730.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,KAMMARIPET,5,Agriculture,71,0,0,355.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,MANNEGUDEM,5,Agriculture,642,0,0,3237.5
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,MOTHUKURAOPET,5,Agriculture,72,0,0,360.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,PASUNUR,5,Agriculture,478,0,0,2390.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,RAGHOJIPET,5,Agriculture,403,0,0,2015.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,RAJALINGAMPET,5,Agriculture,105,0,0,525.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,VENKATRAOPET,5,Agriculture,571,0,0,2855.0
JAGITYAL,METPALLY,KORUTLA RURAL,MANNEGUDEM,VODDED,5,Agriculture,426,0,0,2130.0
JAGITYAL,METPALLY,KORUTLA RURAL,MEDIPALLY,DAMMANNAPET,5,Agriculture,469,0,0,2357.5
JAGITYAL,METPALLY,KORUTLA RURAL,MEDIPALLY,Gundlapalli,5,Agriculture,7,0,0,35.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,NARABOINA GUDEM,5,Agriculture,112,0,0,560.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,PALAKURTHI (H),5,Agriculture,466,0,0,2387.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,SIRISANNA GUDEM,5,Agriculture,100,0,0,505.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,THUMMASAMUDRA ,5,Agriculture,4,0,0,20.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,UN-MATCH,5,Agriculture,1,0,0,5.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,VALMIDY,5,Agriculture,460,0,0,2312.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY,VAVILALA,5,Agriculture,662,0,0,3367.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,AYYANGARI PALLI,5,Agriculture,156,0,0,810.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,BOMMERA,5,Agriculture,823,0,0,4165.0
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,LAXMI THANDA,5,Agriculture,292,0,0,1609.0
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,MADHARAM,5,Agriculture,245,0,0,1264.49
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,MANDALGUDEM,5,Agriculture,565,0,0,3009.99
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,MANGALIBANDA THANDA,5,Agriculture,308,0,0,1621.0
